seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	hallmark_cnt	group
852d2d6b-a362-424e-8b59-e5488c440f9e	1	2	3	1003	0.933	0.933	1	2	3	1003	NA	NA	0	1	2	3	1003	0.987	0	ssDNA
85234535-2986-4b71-8161-5fe0bbbfc6f0	1	2	956	3887	0.960	0.960	1	2	956	3887	NA	NA	0	1	2	956	3887	0.947	2	dsDNAphage
84f9d00b-b5dc-4e02-9dba-5df8d0c0dec5	4	6	695	2146	0.910	0.955	1	7	2	2189	NA	NA	0	1	7	2	2189	0.805	0	RNA
84bc987e-7655-4cc6-8bae-1c5943d4214f	2	4	159	2239	1.000	1.000	1	4	2	2239	NA	NA	0	1	4	2	2239	0.973	0	ssDNA
84502f6f-b20f-45fc-bb5c-1edd3edba7da	1	3	75	948	0.967	1.000	1	4	75	1875	NA	NA	0	1	4	75	1875	0.980	0	ssDNA
83da45f1-f0e8-4b43-85e9-926dd5a6c4a1	1	2	402	1778	1.000	1.000	1	2	402	1778	NA	NA	0	1	2	402	1778	0.980	0	ssDNA
8322a929-1862-4d25-b13b-ac8777b24a29	1	3	109	1466	0.890	0.935	1	5	109	2058	NA	NA	0	1	5	109	2058	0.830	0	RNA
8304a97e-dacc-4408-8046-0754bb6b91c0	4	5	1661	2108	0.827	0.827	1	7	386	2910	NA	NA	0	1	7	386	2910	0.573	0	ssDNA
82c9ebfc-f24c-4fd2-89be-1053acb5fc91	1	2	106	1016	1.000	1.000	1	2	106	1016	NA	NA	0	1	2	106	1016	0.987	0	ssDNA
820c51e1-71b1-4b6f-a54e-a19ca89759b3	1	7	56	6875	0.960	1.000	1	8	56	7213	NA	NA	0	1	8	56	7213	0.947	0	lavidaviridae
81d87fd5-3d4a-4598-8bdb-b18f77542bf2	2	6	700	2669	0.973	1.000	1	6	1	2669	NA	NA	0	1	6	1	2669	0.893	0	ssDNA
81b38ce3-da0b-4762-b063-890396655f33	1	2	41	3285	0.990	0.990	1	2	41	3285	NA	NA	0	1	2	41	3285	0.990	0	RNA
80af437f-fa01-4d16-95a0-8937848e0fb4	1	2	3	1948	1.000	1.000	1	2	3	1948	NA	NA	0	1	2	3	1948	1.000	0	ssDNA
806be532-8df2-4d08-8c5f-d72d6b748578	1	8	1	4553	0.967	0.980	1	8	1	4553	NA	NA	0	1	8	1	4553	0.980	1	dsDNAphage
80223cf4-ea51-47b8-84ed-5135275f6d54	1	7	3	4139	0.987	1.000	1	7	3	4139	NA	NA	0	1	7	3	4139	0.993	1	dsDNAphage
7f9bcd29-32e4-4bcb-ae7d-8c86cc39fc58	1	9	2	4627	1.000	1.000	1	9	2	4627	NA	NA	0	1	9	2	4627	1.000	1	dsDNAphage
7f503313-adf9-4a8b-b8da-59d54af68a65	1	4	3	4133	1.000	1.000	1	4	3	4133	NA	NA	0	1	4	3	4133	1.000	2	dsDNAphage
7ebe50bd-9ab9-4833-8215-8ad4dbcf46c7	1	3	1	1336	0.973	1.000	1	5	1	2946	NA	NA	0	1	5	1	2946	0.887	0	ssDNA
7e9f1785-03af-4611-8987-45ef0cacc8fa	1	3	1	2639	0.887	0.887	1	3	1	2639	NA	NA	0	1	3	1	2639	0.867	0	lavidaviridae
7e5aea23-abe9-46d0-acac-73749afa9f14	1	3	3	1484	0.980	1.000	1	3	3	1484	NA	NA	0	1	3	3	1484	1.000	0	RNA
7dce5976-a4fa-4712-a949-30c26ef96ff0	1	5	1	2437	0.987	1.000	1	5	1	2437	NA	NA	0	1	5	1	2437	0.973	1	dsDNAphage
7da39b6b-4ce3-4e32-ac68-7a39a99c5795	2	8	1063	7057	0.973	0.987	1	8	2	7057	NA	NA	0	1	8	2	7057	0.887	0	lavidaviridae
7d7a45c3-fd7e-4901-9d12-ff53b75aeeaf	1	2	274	3233	1.000	1.000	1	2	274	3233	NA	NA	0	1	2	274	3233	1.000	1	dsDNAphage
7d09c3fa-8958-457e-938b-f0c35681deb5	1	4	83	2541	0.980	1.000	1	4	83	2541	NA	NA	0	1	4	83	2541	0.987	0	ssDNA
7cdf3e10-9fbb-45d0-aee6-83e7caeebf31	1	4	1	2937	1.000	1.000	1	4	1	2937	NA	NA	0	1	4	1	2937	1.000	1	dsDNAphage
7c98ac53-4b50-46e6-8414-b692376c9520	1	3	3	2577	0.907	0.913	1	3	3	2577	NA	NA	0	1	3	3	2577	0.980	0	ssDNA
7bed6f0b-5dac-463a-97fa-ea025895fb51	1	5	15	4019	0.973	1.000	1	5	15	4019	NA	NA	0	1	5	15	4019	0.993	0	NCLDV
7a5d5d2c-9d92-4b55-af30-eb1f6ada3504	1	2	2	1430	1.000	1.000	1	3	2	1815	NA	NA	0	1	3	2	1815	0.993	0	ssDNA
7a538dc9-91de-4760-a0b1-1fc3504758cf	1	2	186	1224	1.000	1.000	1	2	186	1224	NA	NA	0	1	2	186	1224	0.993	0	NCLDV
7a2304e1-5870-4999-9476-e39835359f66	1	2	1	958	0.790	0.790	1	2	1	958	NA	NA	0	1	2	1	958	0.825	0	RNA
79fafb86-43b9-4c43-85d5-5e6591826b3d	4	8	3325	4822	0.967	0.967	1	8	3	4822	NA	NA	0	1	8	3	4822	0.713	0	dsDNAphage
79df1aea-34d1-4e33-8506-bf924dd68cd8	1	3	140	4302	1.000	1.000	1	3	140	4302	NA	NA	0	1	3	140	4302	0.993	2	dsDNAphage
79bacbfb-c4e1-4c82-8e20-823d595b3b3e	1	2	1	2378	0.960	0.960	1	2	1	2378	NA	NA	0	1	2	1	2378	0.967	0	ssDNA
797a4d8b-1d70-4c76-9ca3-23c986d40c50	1	5	43	2255	1.000	1.000	1	7	43	2978	NA	NA	0	1	7	43	2978	0.853	1	dsDNAphage
7898705b-b8a2-401f-b0b8-57e2da9fbce1	1	4	3	4153	0.987	0.993	1	4	3	4153	NA	NA	0	1	4	3	4153	0.987	3	dsDNAphage
7868ffc9-5a93-4409-942a-c6f553c0c43b	1	2	85	1111	0.980	0.980	1	2	85	1111	NA	NA	0	1	2	85	1111	0.967	1	dsDNAphage
77ceaf5f-ad2d-4e20-b1c6-171667107f50	1	3	2	4187	0.793	0.793	1	4	2	5272	NA	NA	0	1	4	2	5272	0.647	0	dsDNAphage
764bcf8d-8643-4195-9083-0479ff1d1015	2	3	78	945	0.993	0.993	1	6	2	2377	NA	NA	0	1	6	2	2377	0.720	0	ssDNA
75ac6dc8-0d67-4e73-a655-02e12a1c35c8	1	5	3	4513	0.960	0.980	1	6	3	4883	NA	NA	0	1	6	3	4883	0.900	0	dsDNAphage
750af31c-aae9-45ef-b686-857bdf693fa9	2	11	1856	5618	0.953	0.980	1	12	79	6218	NA	NA	0	1	12	79	6218	0.867	0	dsDNAphage
74bdcca2-e2c2-40bd-989c-e6e8596a9d69	1	7	2	4593	1.000	1.000	1	7	2	4593	NA	NA	0	1	7	2	4593	0.993	3	dsDNAphage
74abab53-2b59-49d9-bbb6-b5d0d7913d08	1	5	284	3652	0.960	1.000	1	5	284	3652	NA	NA	0	1	5	284	3652	0.960	0	ssDNA
744cfed9-9c22-4a18-87e1-208de5262d55	1	3	261	1937	0.987	1.000	1	3	261	1937	NA	NA	0	1	3	261	1937	0.980	1	dsDNAphage
74398f61-7345-4992-ab28-8c0e4cec239b	2	4	859	2806	1.000	1.000	1	4	1	2806	NA	NA	0	1	4	1	2806	0.940	0	ssDNA
742c1bcf-6170-43ee-9286-0f28140ca138	1	2	3	1668	0.993	0.993	1	2	3	1668	NA	NA	0	1	2	3	1668	0.993	0	ssDNA
740c73d4-8a40-432e-a5dc-fbf762e06f2d	2	3	864	1449	0.980	0.980	1	3	716	1449	NA	NA	0	1	3	716	1449	1.000	2	dsDNAphage
73e3eb34-a93c-4d9b-9bc4-1b105a28fcb6	1	3	2	1345	0.980	0.987	1	3	2	1345	NA	NA	0	1	3	2	1345	0.987	0	dsDNAphage
73d6eb33-a4cd-4c96-9388-0944a662a0e4	3	9	1518	7591	0.993	0.993	1	11	3	10965	NA	NA	0	1	11	3	10965	0.507	0	NCLDV
72ec9cdc-37a6-4a95-83b5-619a9ea89ed8	2	4	1353	2810	0.887	0.887	1	4	3	2810	NA	NA	0	1	4	3	2810	0.747	0	ssDNA
72dab076-73f8-4e3e-a3ef-b4593260b732	2	3	755	1722	0.933	0.933	1	6	3	2612	NA	NA	0	1	6	3	2612	0.693	0	lavidaviridae
7289387d-410d-40b1-8a5f-edf3c45990e5	1	3	1	2059	0.933	0.933	1	3	1	2059	NA	NA	0	1	3	1	2059	0.980	0	ssDNA
72827184-ef7f-4222-b9a4-1705a96cf51c	1	2	439	2522	1.000	1.000	1	2	439	2522	NA	NA	0	1	2	439	2522	1.000	1	dsDNAphage
7244a53d-8fa2-4902-8644-a191a62c19d7	2	3	642	1547	0.987	0.987	1	4	2	2629	NA	NA	0	1	4	2	2629	0.933	0	ssDNA
71fef50e-9ca0-4539-8edb-514116bb8a96	1	3	138	2076	1.000	1.000	1	4	138	3354	NA	NA	0	1	4	138	3354	1.000	0	ssDNA
719a919a-b1b3-46ba-9843-3b11f94ec197	1	5	3	1548	0.960	0.967	1	5	3	1548	NA	NA	0	1	5	3	1548	0.980	0	dsDNAphage
717d73f0-e1e9-494f-a79d-4b6d507a837a	1	3	3	2113	0.973	1.000	1	3	3	2113	NA	NA	0	1	3	3	2113	0.987	1	dsDNAphage
714fb142-58fa-46b0-8b8e-1b4218085981	3	4	2600	4223	0.967	0.967	1	4	2	4223	NA	NA	0	1	4	2	4223	0.840	0	lavidaviridae
711d8875-91a7-4fee-b8a8-c80ff199dd29	1	3	17	2678	0.987	1.000	1	3	17	2678	NA	NA	0	1	3	17	2678	1.000	0	ssDNA
7105d23d-029b-4ed2-835a-a66f806dbb6f	3	6	688	2466	0.980	1.000	1	7	1	3872	NA	NA	0	1	7	1	3872	0.873	0	ssDNA
70ef4b39-e919-462a-97e6-c861f434a713	1	3	1	3267	0.973	0.973	1	3	1	3267	NA	NA	0	1	3	1	3267	0.973	2	dsDNAphage
70b00617-a964-416a-951d-8af07a9c5210	1	2	3	1732	0.987	0.987	1	2	3	1732	NA	NA	0	1	2	3	1732	0.980	0	ssDNA
70929314-c9cd-4c17-93a9-66a804c65ec3	1	5	1	2476	0.920	0.967	1	6	1	3142	NA	NA	0	1	6	1	3142	0.833	0	ssDNA
709146ff-2a6b-4260-b724-c807907d16e8	2	3	1244	2027	0.960	0.960	1	4	3	2609	NA	NA	0	1	4	3	2609	0.947	0	ssDNA
701c4368-2b5e-48cd-a141-9022d08a6046	1	3	17	1668	0.945	0.945	1	4	17	1886	NA	NA	0	1	4	17	1886	0.980	0	RNA
6fed95ad-89de-413e-b6ff-151f5b0395fc	1	4	1	2489	1.000	1.000	1	4	1	2489	NA	NA	0	1	4	1	2489	0.993	1	dsDNAphage
6fc5a26f-2152-41c9-8d1a-f31bd6f854d0	1	2	54	1606	0.920	0.920	1	2	54	1606	NA	NA	0	1	2	54	1606	0.887	0	ssDNA
6f9e325c-87a1-4448-9f82-ea5ea1765b12	2	6	698	3397	0.967	0.987	1	7	1	3531	NA	NA	0	1	7	1	3531	0.860	0	ssDNA
6f86cf17-0acd-454c-a2a6-ba3dc34ee39c	1	3	2	1664	0.993	0.993	1	6	2	2723	NA	NA	0	1	6	2	2723	0.907	0	ssDNA
6f7c823b-82fe-4319-ab74-d50192a726a1	1	6	7	1763	0.953	1.000	1	6	7	1763	NA	NA	0	1	6	7	1763	0.993	0	ssDNA
6f32964d-b076-4999-9e71-618f3675d19e	5	8	4017	6361	0.987	1.000	1	8	3	6361	NA	NA	0	1	8	3	6361	0.620	0	ssDNA
6eb969ab-87db-4b22-8cca-d94da94b0798	1	2	324	1366	1.000	1.000	1	2	324	1366	NA	NA	0	1	2	324	1366	0.993	0	ssDNA
6da40849-727c-4b8e-b732-4a6f46c4ae64	1	3	1	1930	0.880	0.900	1	3	1	1930	NA	NA	0	1	3	1	1930	0.987	0	ssDNA
6d4ea23b-15e9-4446-8c19-e06201b8275b	1	4	3	3933	1.000	1.000	1	4	3	3933	NA	NA	0	1	4	3	3933	1.000	1	dsDNAphage
6cd41922-43d7-4e4c-8abc-0c1c90f65b40	3	9	2215	4844	0.987	1.000	1	9	2	4844	NA	NA	0	1	9	2	4844	0.953	0	dsDNAphage
6c98e2d7-d3f3-43c9-8fe0-824cea27ce13	1	3	4	1367	0.993	1.000	1	3	4	1367	NA	NA	0	1	3	4	1367	1.000	0	ssDNA
6c6b4eed-3aad-4a3a-98b2-123ddeca254c	2	4	168	1324	0.993	1.000	1	4	1	1324	NA	NA	0	1	4	1	1324	0.953	0	ssDNA
6c5a4dee-70c2-4940-8089-ec2cb1017c33	1	4	1	2986	0.987	1.000	1	4	1	2986	NA	NA	0	1	4	1	2986	1.000	0	lavidaviridae
6c377bf1-11eb-430a-8d84-40fb1e06c20b	1	7	1	6140	0.993	1.000	1	7	1	6140	NA	NA	0	1	7	1	6140	0.993	3	dsDNAphage
6c0fe982-0f5a-489b-9a5d-1eeaf59fbb01	1	4	3	4475	1.000	1.000	1	4	3	4475	NA	NA	0	1	4	3	4475	1.000	3	dsDNAphage
6be9c25e-8b7f-4825-8908-7bcff7fa62a5	1	4	3	3575	0.927	0.927	1	4	3	3575	NA	NA	0	1	4	3	3575	0.947	1	dsDNAphage
6bbf87fa-f1ac-42fb-8a9f-53783d5fbeca	2	6	624	2008	0.967	0.973	1	6	2	2008	NA	NA	0	1	6	2	2008	0.960	0	lavidaviridae
6b72b0e4-14a2-4f96-acdc-d7491838772a	3	5	1392	4651	1.000	1.000	1	5	3	4651	NA	NA	0	1	5	3	4651	0.920	0	lavidaviridae
6a9d1a96-4c70-4363-8e30-2b3e0b91158a	1	2	73	922	0.987	0.987	1	3	73	1667	NA	NA	0	1	3	73	1667	0.680	0	ssDNA
6a8a46fd-201e-42bf-a88c-62c78c2436a4	1	3	1	2323	0.987	1.000	1	3	1	2323	NA	NA	0	1	3	1	2323	0.980	1	dsDNAphage
6a7e046c-c58c-4fd3-9db4-23e07daf6fc7	1	4	417	4057	0.993	1.000	1	4	417	4057	NA	NA	0	1	4	417	4057	1.000	1	dsDNAphage
6a103465-06cf-4c62-85a2-83dda5714d9c	1	6	29	4232	0.960	0.980	1	6	29	4232	NA	NA	0	1	6	29	4232	0.960	0	dsDNAphage
69a8329d-af74-4e8c-9852-8c6786428697	1	4	187	5284	1.000	1.000	1	4	187	5284	NA	NA	0	1	4	187	5284	1.000	1	dsDNAphage
69502b7f-dcce-4fbb-bf09-4c44d1655fc7	1	2	181	1096	0.920	0.920	1	2	181	1096	NA	NA	0	1	2	181	1096	0.920	0	ssDNA
69351509-3315-4440-b15c-47f1522a67b9	1	3	260	2924	1.000	1.000	1	3	260	2924	NA	NA	0	1	3	260	2924	1.000	0	ssDNA
689b70b5-7b19-4e6a-965e-831304cd0fb7	2	6	648	3636	0.987	0.993	1	6	1	3636	NA	NA	0	1	6	1	3636	0.893	0	dsDNAphage
68685f0f-b157-4f4f-9861-df649b18194b	2	3	871	3074	0.960	0.960	1	3	303	3074	NA	NA	0	1	3	303	3074	0.840	0	lavidaviridae
67c58185-e4ac-445b-896a-6ec6d9b49e47	1	4	2	1812	0.967	1.000	1	4	2	1812	NA	NA	0	1	4	2	1812	0.967	1	dsDNAphage
67aac344-0d5b-44c9-a1e0-99b8540f15cf	3	6	1464	4399	1.000	1.000	1	10	3	10662	NA	NA	0	1	10	3	10662	0.587	0	ssDNA
664d79b6-290f-42ba-8530-cd6b8c7f7df5	1	6	2	3898	0.993	0.993	1	6	2	3898	NA	NA	0	1	6	2	3898	1.000	1	dsDNAphage
65cbf5b7-4488-4056-8657-9f8992364848	1	5	3	4619	1.000	1.000	1	5	3	4619	NA	NA	0	1	5	3	4619	1.000	2	dsDNAphage
655d3858-e488-420c-bf3d-8a799adb3df0	1	9	151	7095	0.960	0.993	1	9	151	7095	NA	NA	0	1	9	151	7095	0.967	0	lavidaviridae
6398eb92-5c41-4038-aeb6-7754547d9207	1	2	141	1197	0.667	0.667	1	2	141	1197	NA	NA	0	1	2	141	1197	0.680	0	lavidaviridae
62c6744f-1a5e-4d3d-bbb4-9030d0e35e8d	1	2	2	2299	1.000	1.000	1	2	2	2299	NA	NA	0	1	2	2	2299	1.000	2	dsDNAphage
62b9e46f-7ec9-4b2d-83ac-8a6b86d3a474	1	2	84	4620	0.993	0.993	1	2	84	4620	NA	NA	0	1	2	84	4620	0.993	1	dsDNAphage
61810072-39d7-4d34-9ad6-33e09557abcf	1	4	124	1851	0.973	0.973	1	8	124	4786	NA	NA	0	1	8	124	4786	0.607	0	dsDNAphage
616bf275-5a5f-4628-89a8-40a26fa11100	1	5	3	1899	0.953	0.973	1	6	3	2800	NA	NA	0	1	6	3	2800	0.920	0	ssDNA
613a507d-7da9-4993-bbc6-b1ad1383fcf1	1	3	100	751	0.953	0.980	1	5	100	1290	NA	NA	0	1	5	100	1290	0.847	0	ssDNA
60cf6ca9-47d9-48be-b909-641449612596	1	3	1	1662	0.907	0.933	1	3	1	1662	NA	NA	0	1	3	1	1662	0.993	0	ssDNA
60ae79bd-6c02-4414-b356-ab31b248d759	1	3	1	1432	0.987	1.000	1	3	1	1432	NA	NA	0	1	3	1	1432	0.973	0	NCLDV
60628d65-b06b-4524-bb20-795bc57248b5	3	5	1820	3646	0.980	1.000	1	5	450	3646	NA	NA	0	1	5	450	3646	0.613	0	ssDNA
601505dd-5b8b-470b-b016-f3255f737df1	1	2	2	2679	0.893	0.893	1	2	2	2679	NA	NA	0	1	2	2	2679	0.780	0	lavidaviridae
5f55af2d-97e9-4629-a4e6-cc25358a7d81	1	2	1	1317	0.973	0.973	1	2	1	1317	NA	NA	0	1	2	1	1317	1.000	1	dsDNAphage
5eb66bd3-f26d-446b-bf35-cc3d6148ae6d	1	3	42	2506	1.000	1.000	1	4	42	2891	NA	NA	0	1	4	42	2891	0.960	1	dsDNAphage
5e7f0208-af5a-4554-9d5f-d496584a506b	2	3	262	1266	0.985	0.985	1	5	1	1999	NA	NA	0	1	5	1	1999	0.930	0	RNA
5e728eba-d4d5-432a-859c-d44e2a2eaf41	1	4	453	3156	0.953	0.953	1	5	453	3791	NA	NA	0	1	5	453	3791	0.827	0	NCLDV
5df839fa-5fab-4dd3-a152-5a8fa4cf6eea	1	2	2	2214	0.800	0.800	1	2	2	2214	NA	NA	0	1	2	2	2214	0.980	0	ssDNA
5d9e0d36-690d-4a26-8e9a-e22955e2aee3	1	2	111	883	0.800	0.800	1	2	111	883	NA	NA	0	1	2	111	883	0.707	0	dsDNAphage
5b2321fa-d530-4a30-814f-7bd9e28a2f33	1	3	3	2086	0.813	0.813	1	3	3	2086	NA	NA	0	1	3	3	2086	0.987	0	lavidaviridae
5b11e88c-21cf-4b3c-9baa-0f10200cbfe5	1	3	3	4512	0.785	0.785	1	4	3	4780	NA	NA	0	1	4	3	4780	0.525	0	RNA
5a956bf3-8b3f-4553-b75b-6648d21f1919	1	2	1	1209	0.987	0.987	1	2	1	1209	NA	NA	0	1	2	1	1209	0.940	0	ssDNA
5a83d7fc-4801-499a-9347-1d0740fbfbc9	1	2	2	1130	0.860	0.860	1	3	2	1320	NA	NA	0	1	3	2	1320	0.733	0	lavidaviridae
58f4040e-337a-4cc4-b1f6-25eae444185f	1	3	3	1880	0.987	0.987	1	3	3	1880	NA	NA	0	1	3	3	1880	0.987	1	dsDNAphage
588d087e-d242-4e5f-bff6-db582bf0aa45	1	16	1	6188	0.973	0.987	1	16	1	6188	NA	NA	0	1	16	1	6188	0.967	0	dsDNAphage
58280a36-e9d3-4279-ae87-8e9412839579	2	4	236	1691	0.887	0.907	1	4	1	1691	NA	NA	0	1	4	1	1691	0.800	0	ssDNA
57457419-9326-493b-905c-316838472626	1	11	2	8837	1.000	1.000	1	11	2	8837	NA	NA	0	1	11	2	8837	1.000	3	dsDNAphage
56823394-f47b-4a5d-95be-3839ba4496f4	1	7	3	2752	0.993	1.000	1	7	3	2752	NA	NA	0	1	7	3	2752	0.993	2	dsDNAphage
56610f6e-415b-4821-bf69-772fa5316ce1	1	4	2	3216	0.967	0.987	1	4	2	3216	NA	NA	0	1	4	2	3216	0.987	0	lavidaviridae
5621588c-9209-4591-b2e9-820f2bfa052f	1	11	1	5833	1.000	1.000	1	11	1	5833	NA	NA	0	1	11	1	5833	0.993	3	dsDNAphage
552e5e68-bad5-4804-a82b-f94518550ba6	1	3	142	2032	1.000	1.000	1	4	142	2507	NA	NA	0	1	4	142	2507	1.000	0	ssDNA
55214899-e0b8-4ea1-89a5-ba015f8e0f18	1	2	1	1089	0.887	0.887	1	2	1	1089	NA	NA	0	1	2	1	1089	0.947	0	ssDNA
550f8e72-eab8-4eb8-98d2-925366acc84f	3	5	446	3479	0.960	0.960	1	6	3	3890	NA	NA	0	1	6	3	3890	0.847	0	lavidaviridae
54b49149-a5b6-4e8b-9ead-10a1503fc79e	1	2	107	1127	0.955	0.955	1	5	107	2897	NA	NA	0	1	5	107	2897	0.560	0	RNA
547af2d8-3370-4bfc-bb00-ac32ce108d63	1	4	1	1682	0.980	1.000	1	5	1	2511	NA	NA	0	1	5	1	2511	0.933	0	ssDNA
53edcb69-cf0d-4351-bb35-6347a38425ad	1	4	3	2550	1.000	1.000	1	4	3	2550	NA	NA	0	1	4	3	2550	1.000	1	dsDNAphage
53a64968-d715-4061-8ccc-a5df64f8145a	1	4	43	3169	0.880	0.880	1	4	43	3169	NA	NA	0	1	4	43	3169	0.880	1	dsDNAphage
52636c7e-691f-4e59-bc50-53b8d36c1f92	1	3	121	1506	0.970	0.970	1	4	121	3019	NA	NA	0	1	4	121	3019	0.895	0	RNA
51cd9f8b-2737-4c38-8b62-7a762a78922b	1	2	477	1439	0.980	0.980	1	4	477	1956	NA	NA	0	1	4	477	1956	0.647	0	dsDNAphage
5198baf7-7def-44c7-aa52-a75b75b6f110	1	5	181	2712	1.000	1.000	1	7	181	3095	NA	NA	0	1	7	181	3095	0.867	0	ssDNA
5191b89f-bc26-4473-b19b-e8e192637dc2	1	3	1	1781	0.987	0.987	1	3	1	1781	NA	NA	0	1	3	1	1781	0.980	0	ssDNA
50b58b20-b08e-4735-a8df-15ec7ee13438	1	2	2	1180	0.470	0.470	1	2	2	1180	NA	NA	0	1	2	2	1180	0.675	0	RNA
50859f92-97fb-433e-9ef4-1bb37438c27d	1	3	138	1800	0.980	0.980	1	3	138	1800	NA	NA	0	1	3	138	1800	0.973	1	dsDNAphage
4ffcca6d-38ea-4bd6-becd-831f46f35de0	1	3	1	1230	0.953	0.987	1	3	1	1230	NA	NA	0	1	3	1	1230	0.960	0	ssDNA
4ff0f1c8-8b08-4837-908f-ccaed154d81f	1	2	18	1503	0.947	0.947	1	2	18	1503	NA	NA	0	1	2	18	1503	1.000	0	ssDNA
4face0a1-3d4c-46d4-8fab-3409d975d52e	2	3	1402	2824	0.993	0.993	1	4	3	4365	NA	NA	0	1	4	3	4365	0.907	0	ssDNA
4f6c5cbc-1479-4031-bc0e-b0125cafce36	1	3	1	1774	0.960	0.987	1	3	1	1774	NA	NA	0	1	3	1	1774	0.980	0	ssDNA
4f2e0d93-c153-4feb-977a-96218e188a69	1	2	427	1227	0.585	0.585	1	2	427	1227	NA	NA	0	1	2	427	1227	0.515	0	RNA
4ed313cd-a64b-4af3-83e9-0e9172c62ad7	1	6	1	2499	0.973	0.980	1	9	1	4954	NA	NA	0	1	9	1	4954	0.847	0	dsDNAphage
4e87660d-2514-4ad5-a656-9f685dafa40f	1	4	33	2313	1.000	1.000	1	4	33	2313	NA	NA	0	1	4	33	2313	1.000	0	ssDNA
4e8241e9-01dd-4c55-83c2-31fbb5d0a8ce	2	3	562	3722	0.967	0.967	1	6	1	11054	NA	NA	0	1	6	1	11054	0.647	0	ssDNA
4e4a6057-be3b-45ef-8bb9-2a986193bd91	2	4	376	1892	0.940	0.987	1	4	1	1892	NA	NA	0	1	4	1	1892	0.940	2	dsDNAphage
4d2f660d-104e-4c67-9b6a-179b1abbc811	1	2	39	1363	1.000	1.000	1	2	39	1363	NA	NA	0	1	2	39	1363	1.000	0	ssDNA
4d22de08-c327-43df-8ab3-f61ac34dcc2e	1	3	2	2792	0.980	1.000	1	3	2	2792	NA	NA	0	1	3	2	2792	0.980	1	dsDNAphage
4d213df6-4683-4082-a258-782218b1d350	1	2	41	1152	0.980	0.980	1	3	41	1512	NA	NA	0	1	3	41	1512	0.987	0	NCLDV
4be79dc2-399f-4a2f-83ba-adfd73065282	1	2	1	1669	0.807	0.807	1	2	1	1669	NA	NA	0	1	2	1	1669	0.820	0	lavidaviridae
4bd57b86-f12f-4e55-ae7a-b52f4a399d4b	2	6	1462	4227	0.987	1.000	1	6	493	4227	NA	NA	0	1	6	493	4227	0.773	0	ssDNA
4b80fd04-c459-4d8d-9506-1ec450cbca19	1	3	150	1517	0.980	0.980	1	3	150	1517	NA	NA	0	1	3	150	1517	0.967	0	ssDNA
4b7aa45a-7057-4c69-8959-733a16ed2ebc	1	5	176	1618	0.720	0.720	1	6	176	2040	NA	NA	0	1	6	176	2040	0.680	0	dsDNAphage
4b2e4dcc-27eb-4a56-9553-0450067180c8	3	5	1442	4090	0.815	0.855	1	5	205	4090	NA	NA	0	1	5	205	4090	0.635	0	RNA
4a0142bb-58e7-492b-9da9-fba15cc56b4b	1	2	631	1735	0.880	0.880	1	2	631	1735	NA	NA	0	1	2	631	1735	0.913	0	lavidaviridae
494410de-ae3c-43bf-901f-6495b8cfaf19	1	4	137	1951	0.973	0.987	1	4	137	1951	NA	NA	0	1	4	137	1951	0.987	0	ssDNA
49195cc0-070f-48e2-8727-9ca85aec3d82	1	2	1	1402	0.920	0.920	1	2	1	1402	NA	NA	0	1	2	1	1402	0.980	0	ssDNA
48c1a8ea-458c-4252-87e5-0640c03ede44	3	4	1753	2583	0.913	0.913	1	4	284	2583	NA	NA	0	1	4	284	2583	0.613	0	dsDNAphage
48ad6279-d732-4057-b82e-329da9cab492	1	6	160	4292	0.960	0.993	1	6	160	4292	NA	NA	0	1	6	160	4292	0.953	1	dsDNAphage
4885904f-e2f4-4ef1-9bae-e8d895425329	1	2	10	1179	1.000	1.000	1	3	10	2035	NA	NA	0	1	3	10	2035	0.987	0	NCLDV
47b96716-494c-480f-97c7-2d15064f6b44	1	11	291	8431	0.973	0.987	1	11	291	8431	NA	NA	0	1	11	291	8431	0.973	1	dsDNAphage
4784b28d-0321-4a61-9448-c90590e6cec4	1	3	1	959	0.980	0.980	1	3	1	959	NA	NA	0	1	3	1	959	0.973	0	ssDNA
47502500-df8e-4ae7-82fd-3a569ad72639	1	3	150	3016	0.993	0.993	1	3	150	3016	NA	NA	0	1	3	150	3016	0.993	1	dsDNAphage
4740a916-7035-4ee8-9170-6e50251143b8	1	8	13	5791	0.933	0.933	1	11	13	9003	NA	NA	0	1	11	13	9003	0.520	0	dsDNAphage
470c9e5d-ca9f-42a1-a355-aeb9b90d827e	1	2	3	1631	0.980	0.980	1	2	3	1631	NA	NA	0	1	2	3	1631	0.987	1	dsDNAphage
46be4922-1fca-41dd-b612-555035ae6157	1	2	380	1802	0.780	0.780	1	2	380	1802	NA	NA	0	1	2	380	1802	0.585	0	RNA
464d30cc-4a5f-4720-a5bd-ae454f31666c	2	4	435	3109	1.000	1.000	1	8	1	9705	NA	NA	0	1	8	1	9705	0.513	0	ssDNA
463d4ec5-2e05-426b-99b4-6ff36e9515d6	1	2	3	1884	1.000	1.000	1	2	3	1884	NA	NA	0	1	2	3	1884	0.993	1	dsDNAphage
