qaccver	saccver	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
NC_014760.1_0748	UniRef90_A0A4R7UE14	59.2	71	29	0	1	71	1	71	1.2e-15	90.9
NC_014760.1_0749	UniRef90_C4XF90	58.7	189	76	1	9	197	32	218	3e-59	237.3
NC_014760.1_0750	UniRef90_A0A387L6S3	58.9	552	220	2	1	552	1	545	1.1e-194	688.7
NC_014760.1_0751	UniRef90_A0A059Y9G4	58.6	169	69	1	1	168	1	169	2.2e-34	154.8
NC_014760.1_0752	UniRef90_A0A449B4P4	59.5	232	94	0	1	232	1	232	1.5e-73	285
NC_014760.1_0753	UniRef90_UPI0004973565	57	300	129	0	1	300	1	300	4.5e-91	343.6
NC_014760.1_0754	UniRef90_A0A3P8KM19	59.6	213	84	1	1	211	1	213	1e-68	268.9
NC_014760.1_0755	UniRef90_F9UK87	51.5	194	92	2	1	193	1	193	5.7e-47	196.4
NC_014760.1_0756	UniRef90_A0A0F5H2L1	58.3	96	39	1	1	96	1	95	1.5e-19	104.4
NC_014760.1_0757	UniRef90_UPI000496D485	55.6	619	265	5	1	616	1	612	1.5e-186	661.8
NC_014760.1_0760	UniRef90_A0A501SQ62	59.7	499	199	1	2	498	6	504	1.3e-172	615.1
NC_014760.1_0761	UniRef90_UPI0004962F13	58.6	295	122	0	1	295	1	295	4.6e-96	360.1
NC_014760.1_0763	UniRef90_UPI00056A7A33	52.6	171	81	0	5	175	1	171	1.6e-43	184.9
NC_014760.1_0764	UniRef90_A0A3P8KAV1	58.2	201	76	4	2	195	6	205	2.1e-44	188
NC_014760.1_0765	UniRef90_UPI0004980B00	57.8	303	126	1	1	301	1	303	1.9e-94	354.8
NC_014760.1_0767	UniRef90_A0A4R0XVH6	59.4	170	56	2	1	170	1	157	2.8e-42	180.6
NC_014760.1_0768	UniRef90_Q4A578	59.7	598	241	0	3	600	5	602	6.8e-208	732.6
NC_014760.1_0769	UniRef90_A0A3P8MF80	56.8	95	41	0	6	100	10	104	3.9e-23	116.3
NC_014760.1_0771	UniRef90_UPI0004959DEF	56.8	148	64	0	1	148	1	148	6.1e-41	176
NC_014760.1_0772	UniRef90_A0A449B1P2	60	180	72	0	1	180	1	180	8.9e-53	215.7
NC_014760.1_0773	UniRef90_A0A077L636	60	457	177	3	1	453	1	455	2.5e-146	527.7
NC_014760.1_0776	UniRef90_A0A3P8L7D5	56.2	329	142	2	6	334	14	340	3.3e-87	330.9
NC_014760.1_0777	UniRef90_Q7X2Q3	56.9	355	91	1	1	293	1	355	2.8e-87	331.3
NC_014760.1_0788	UniRef90_A0A482KDB0	59.8	333	131	2	1	331	1	332	1.7e-110	408.3
NC_014760.1_0792	UniRef90_A0A4U0W9T0	58	50	16	1	1	45	1	50	4.8e-4	53.9
NC_014760.1_0793	UniRef90_UPI000AA0AA29	59.9	212	2	2	1	130	1	211	3.5e-16	93.6
NC_014760.1_0795	UniRef90_A0A449AU18	59.9	618	231	5	1	612	1	607	4.7e-212	746.5
NC_014760.1_0798	UniRef90_I5D536	51.3	156	67	4	2	148	3	158	3.5e-20	107.1
NC_014760.1_0799	UniRef90_A0A4R0XJG7	59.9	471	188	1	1	470	1	471	2.2e-153	551.2
NC_014760.1_0800	UniRef90_UPI0004A737C8	59.7	444	171	5	1	437	1	443	2e-140	508.1
NC_014760.1_0801	UniRef90_C4XE78	55.4	101	44	1	1	101	6	105	2.2e-18	100.5
NC_014760.1_0802	UniRef90_UPI000482BE03	56.8	278	117	2	8	284	8	283	4.2e-83	317
NC_014760.1_0803	UniRef90_A0A2Z4LLJ9	60	185	74	0	1	185	1	185	1.7e-56	228
NC_014760.1_0804	UniRef90_D4XV64	60	255	98	2	3	253	10	264	3.3e-71	277.3
NC_014760.1_0805	UniRef90_A0A0F5H1D3	59.5	242	98	0	4	245	6	247	8.8e-77	295.8
NC_014760.1_0806	UniRef90_UPI0004985973	52.9	102	48	0	1	102	1	102	6.4e-21	109
NC_014760.1_0807	UniRef90_A0A449A625	55.1	430	193	0	3	432	4	433	3.4e-132	480.7
NC_014760.1_0808	UniRef90_C4XEA4	59.7	216	87	0	4	219	6	221	4.2e-62	246.9
NC_014760.1_0810	UniRef90_UPI0004950FF6	55.4	383	165	2	1	377	1	383	2.8e-114	421
NC_014760.1_0811	UniRef90_A0A4P6MLQ3	59.5	111	45	0	1	111	1	111	2.8e-30	140.2
NC_014760.1_0812	UniRef90_A0A507SMP2	58.3	444	185	0	113	556	1	444	2.1e-155	558.1
NC_014760.1_0813	UniRef90_F9UJ61	60	410	164	0	1	410	1	410	2.4e-143	517.7
NC_014760.1_0814	UniRef90_C4XFL5	54.1	183	83	1	1	182	20	202	2.4e-48	201.1
NC_014760.1_0815	UniRef90_A0A449B4B3	56.6	274	117	2	1	273	1	273	1.9e-78	301.6
NC_014760.1_0816	UniRef90_A0A449B4A1	59.2	71	29	0	7	77	2	72	9e-12	78.2
NC_014760.1_0817	UniRef90_UPI0004895DC5	60	235	94	0	1	235	1	235	6.5e-77	296.2
NC_014760.1_0818	UniRef90_A0A063YGE6	59.9	359	143	1	1	358	1	359	1.8e-107	398.3
NC_014760.1_0819	UniRef90_A0A0L1IHV1	60	185	74	0	1	185	1	185	3e-61	243.8
NC_014760.1_0820	UniRef90_UPI000495A7D5	59.4	424	167	2	52	473	40	460	9.4e-136	492.7
NC_014760.1_0821	UniRef90_UPI0014646C2C	60	642	253	3	15	654	16	655	3.1e-222	780.4
NC_014760.1_0822	UniRef90_A0A4P6MSC7	59.8	97	38	1	1	96	1	97	1.2e-24	121.3
NC_014760.1_0823	UniRef90_UPI0013180F89	57.1	140	59	1	1	140	1	139	6.1e-33	149.4
NC_014760.1_0824	UniRef90_A0A0C5BDX8	49.4	344	168	5	9	346	38	381	4.8e-76	293.9
NC_014760.1_0828	UniRef90_UPI000495333C	54.3	127	57	1	1	126	1	127	6.8e-28	132.5
NC_014760.1_0829	UniRef90_A0A0C5BDX8	51.7	418	196	5	2	413	4	421	1.7e-104	388.7
NC_014760.1_0830	UniRef90_A0A2Z5IPU9	59.9	902	352	5	10	902	6	906	2.6e-291	1010.4
NC_014760.1_0831	UniRef90_A0A0F5H131	59.7	283	113	1	72	353	37	319	9.2e-91	342.8
NC_014760.1_0832	UniRef90_UPI000497A87F	59.8	2716	1051	20	1	2708	1	2683	0	3130.1
NC_014760.1_0833	UniRef90_UPI000565F569	59.9	691	245	11	1	674	1	676	1.2e-213	751.9
NC_014760.1_0834	UniRef90_UPI000494DEB0	59.1	286	117	0	1	286	1	286	4.7e-90	340.1
NC_014760.1_0835	UniRef90_A0A507SMV7	60	185	74	0	1	185	1	185	8.2e-59	235.7
NC_014760.1_0836	UniRef90_UPI000494DBBD	57.1	756	324	0	1	756	2	757	8.5e-256	892.1
