qaccver	saccver	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
NC_014760.1_0582	UniRef90_I5D5S0	74.9	621	151	3	1	619	1	618	2.6e-263	916.8
NC_014760.1_0583	UniRef90_UPI00068ED725	60.6	231	90	1	5	235	1	230	4e-74	287
NC_014760.1_0584	UniRef90_UPI000496100C	77.6	888	199	0	5	892	5	892	0	1447.6
NC_014760.1_0585	UniRef90_A0A6M4JE91	79.7	538	109	0	2	539	3	540	4.6e-248	865.9
NC_014760.1_0586	UniRef90_C4XDW5	68.8	112	26	3	34	139	1	109	3.4e-33	150.2
NC_014760.1_0587	UniRef90_A0A4U0WA26	72	218	61	0	1	218	1	218	1.2e-85	325.1
NC_014760.1_0588	UniRef90_A0A0C5BDX8	51.7	418	196	5	2	413	4	421	3.4e-105	391
NC_014760.1_0589	UniRef90_M5KPX6	55.8	425	175	3	1	424	235	647	8.7e-133	483
NC_014760.1_0590	UniRef90_A0A1F1SH20	67.6	485	153	2	1	481	1	485	1.1e-195	691.8
NC_014760.1_0591	UniRef90_UPI0010AE2B3C	69.8	524	132	8	1	504	1	518	8.1e-186	659.1
NC_014760.1_0592	UniRef90_A0A014LZ44	67.5	265	86	0	1	265	1	265	4.2e-101	376.7
NC_014760.1_0593	UniRef90_UPI0010AE2B3C	69.9	418	102	6	40	438	106	518	9.6e-143	515.8
NC_014760.1_0595	UniRef90_A0A0L1IHF1	79.6	756	154	0	1	756	1	756	0	1206.8
NC_014760.1_0596	UniRef90_E4PTF6	67.4	347	111	1	1	345	1	347	5.1e-131	476.5
NC_014760.1_0597	UniRef90_UPI00067B7F41	77.6	465	100	1	1	461	1	465	2.3e-206	727.2
NC_014760.1_0598	UniRef90_I5D5R5	71.4	745	201	5	3	740	1	740	1.5e-289	1004.2
NC_014760.1_0600	UniRef90_UPI0004955F71	76.4	220	52	0	1	220	1	220	4.6e-93	349.7
NC_014760.1_0601	UniRef90_UPI00049865A7	73.6	280	73	1	1	279	1	280	2e-117	431
NC_014760.1_0602	UniRef90_UPI000494E09F	70.6	330	97	0	1	330	1	330	1e-128	468.8
NC_014760.1_0603	UniRef90_UPI0004979F51	60.6	249	98	0	1	249	1	249	1.2e-81	312
NC_014760.1_0604	UniRef90_A0A449B4M9	67.9	190	61	0	6	195	6	195	1.5e-68	268.1
NC_014760.1_0605	UniRef90_F4MQS7	70.6	470	138	0	1	470	1	470	2.3e-195	690.6
NC_014760.1_0606	UniRef90_UPI00056B3034	78.1	64	14	0	11	74	9	72	1.3e-16	94.4
NC_014760.1_0607	UniRef90_UPI000496A676	67.3	718	233	2	1	718	1	716	2.1e-283	983.8
NC_014760.1_0608	UniRef90_UPI0004966435	78.3	258	56	0	8	265	1	258	2.5e-117	430.6
NC_014760.1_0609	UniRef90_UPI00049806BF	73.8	516	135	0	1	516	1	516	1.4e-230	807.7
NC_014760.1_0610	UniRef90_UPI00049644CC	59.3	91	37	0	1	91	1	91	5.4e-27	129
NC_014760.1_0611	UniRef90_UPI000481FBA2	79	353	68	2	1	351	1	349	1.6e-148	534.6
NC_014760.1_0612	UniRef90_UPI000496971D	76.3	76	18	0	1	76	1	76	1.4e-23	117.5
NC_014760.1_0613	UniRef90_A0A2W7HZ90	63.1	160	59	0	1	160	1	160	2.9e-52	213.8
NC_014760.1_0614	UniRef90_A0A449AUS6	78	50	11	0	1	50	1	50	7.4e-15	87.8
NC_014760.1_0615	UniRef90_UPI000495C30E	50.9	234	108	3	1	230	1	231	1.7e-58	235
NC_014760.1_0616	UniRef90_UPI000482A0C0	77.5	111	25	0	1	111	1	111	1.7e-43	184.1
NC_014760.1_0617	UniRef90_UPI000494DE1B	59.3	486	173	4	1	461	1	486	3.5e-151	543.9
NC_014760.1_0618	UniRef90_UPI00049614AA	56.7	730	278	9	1	721	1	701	3.5e-214	753.8
NC_014760.1_0619	UniRef90_UPI0004986210	56.8	192	83	0	1	192	1	192	2.2e-59	237.7
NC_014760.1_0620	UniRef90_F9UJG9	79.5	88	18	0	1	88	52	139	8.7e-27	128.3
NC_014760.1_0621	UniRef90_UPI0004973749	79.1	182	38	0	1	182	1	182	2.8e-80	307
NC_014760.1_0622	UniRef90_UPI000497035E	68.2	644	205	0	1	644	1	644	1.2e-263	917.9
NC_014760.1_0623	UniRef90_D3VPQ0	73.2	314	83	1	2	314	1	314	2.7e-131	477.2
NC_014760.1_0624	UniRef90_UPI001260119D	79	238	46	2	61	298	1	234	5.1e-79	303.5
NC_014760.1_0625	UniRef90_UPI0012602EC5	70.3	37	11	0	1	37	1	37	5.6e-4	51.2
NC_014760.1_0626	UniRef90_A0A6F8K5Z0	80	240	46	1	1	238	1	240	8.2e-88	332.4
NC_014760.1_0627	UniRef90_A0A449B4Y1	77.3	322	73	0	1	322	1	322	1.8e-133	484.6
NC_014760.1_0628	UniRef90_UPI000A05E63B	65.1	166	58	0	6	171	41	206	7e-57	229.2
NC_014760.1_0629	UniRef90_D3VPP5	60.7	107	41	1	1	107	1	106	9.4e-23	115.2
NC_014760.1_0631	UniRef90_A0A4U0W9R7	71.1	90	18	2	1	90	1	82	1.2e-21	111.3
NC_014760.1_0632	UniRef90_E4PSJ6	78.6	322	69	0	3	324	6	327	4.9e-144	519.6
NC_014760.1_0633	UniRef90_UPI00068E7BB3	59.7	226	87	2	13	237	12	234	2.7e-67	264.2
NC_014760.1_0634	UniRef90_UPI00049804BB	79	309	65	0	1	309	1	309	4.5e-139	503.1
NC_014760.1_0635	UniRef90_UPI00058E4206	74.6	397	101	0	160	556	1	397	2.7e-174	620.9
NC_014760.1_0637	UniRef90_UPI000495FE3F	68.1	862	274	1	1	861	1	862	0	1167.5
NC_014760.1_0638	UniRef90_A0A449B7V6	79.8	639	128	1	1	638	25	663	2.5e-285	989.9
NC_014760.1_0639	UniRef90_D3VPL6	76.3	472	105	2	1	465	1	472	1.8e-195	691
NC_014760.1_0640	UniRef90_UPI000498209C	71.1	187	53	1	20	205	1	187	7.3e-69	269.2
NC_014760.1_0641	UniRef90_UPI000495FD83	65	180	63	0	2	181	1	180	9.4e-60	238.8
NC_014760.1_0642	UniRef90_D3VPL3	73	333	87	2	8	339	1	331	8e-129	469.2
NC_014760.1_0643	UniRef90_UPI000496A700	73.1	579	156	0	8	586	10	588	1.1e-239	838.2
NC_014760.1_0644	UniRef90_A0A449B504	68	150	48	0	1	150	1	150	1.8e-48	201.1
NC_014760.1_0645	UniRef90_A0A449B541	77.8	612	134	2	2	613	3	612	4.4e-279	969.1
NC_014760.1_0648	UniRef90_A0A6F8K1Q0	57.8	770	315	6	1	762	4	771	2.3e-256	894
NC_014760.1_0650	UniRef90_A0A4U0W9A1	76.3	97	23	0	1	97	24	120	9e-33	148.3
NC_014760.1_0651	UniRef90_A5IXV8	72	472	130	1	1	470	1	472	2.5e-189	670.6
NC_014760.1_0652	UniRef90_D3VPK5	68	453	141	2	165	616	24	473	7.6e-170	606.3
NC_014760.1_0654	UniRef90_A5IXV9	77.9	611	134	1	52	661	1	611	9.8e-276	958.4
NC_014760.1_0655	UniRef90_A5IXV8	64.1	473	167	2	1	471	1	472	6.2e-164	586.3
NC_014760.1_0656	UniRef90_UPI0004966332	66.3	976	326	1	1	976	1	973	0	1301.6
NC_014760.1_0657	UniRef90_UPI000496C159	68.7	307	94	1	1	305	1	307	2.9e-114	420.6
NC_014760.1_0658	UniRef90_UPI00058E4206	73.3	397	106	0	160	556	1	397	5.2e-170	606.7
NC_014760.1_0659	UniRef90_A0A2W7G6P8	74.5	683	168	5	1	680	1	680	5.1e-292	1012.3
NC_014760.1_0660	UniRef90_A0A4P8GNP2	79.7	548	110	1	20	567	1	547	3.4e-251	876.7
NC_014760.1_0661	UniRef90_A0A449A4N7	78.8	156	33	0	1	156	1	156	3.5e-63	250
NC_014760.1_0662	UniRef90_A0A535GA67	79.8	94	19	0	40	133	8	101	3.3e-33	150.2
NC_014760.1_0663	UniRef90_D3VRB8	73.6	405	107	0	1	405	1	405	4.2e-169	603.2
NC_014760.1_0664	UniRef90_A0A1L4FRR0	77.9	538	118	1	1	537	1	538	2.4e-244	853.6
NC_014760.1_0665	UniRef90_A0A0L1II53	66.7	66	22	0	1	66	396	461	2.3e-16	93.2
NC_014760.1_0666	UniRef90_A0A0L1II53	66.4	220	73	1	4	223	116	334	2.9e-80	307.4
NC_014760.1_0667	UniRef90_A0A0L1II53	73	63	17	0	1	63	1	63	3.6e-19	102.4
NC_014760.1_0669	UniRef90_A0A0L1II53	68.4	462	145	1	1	462	1	461	1.8e-187	664.5
NC_014760.1_0670	UniRef90_UPI000497E325	76	612	143	1	1	608	1	612	1.7e-262	914.1
NC_014760.1_0671	UniRef90_UPI0004958673	70.2	594	177	0	1	594	1	594	1.4e-232	814.7
NC_014760.1_0672	UniRef90_A5IZ42	62.5	467	126	13	66	489	151	611	9.7e-128	466.1
NC_014760.1_0673	UniRef90_UPI0004867737	78.2	78	17	0	3	80	2	79	2.8e-24	119.8
NC_014760.1_0674	UniRef90_UPI000487CF7C	71.7	361	101	1	1	361	1	360	1e-142	515.4
NC_014760.1_0675	UniRef90_A0A482KDB0	59.8	333	131	2	1	331	1	332	1.7e-110	408.3
NC_014760.1_0677	UniRef90_A0A4U0WAL1	79.5	2672	541	5	1	2669	1	2668	0	4014.2
NC_014760.1_0678	UniRef90_UPI00068B12A8	77.8	1472	303	5	4	1463	6	1465	0	2266.5
NC_014760.1_0679	UniRef90_A0A449B554	79.8	1199	233	4	12	1203	8	1204	0	1900.9
NC_014760.1_0680	UniRef90_A0A6F8JJZ4	78.5	135	29	0	1	135	1	135	6.7e-33	149.8
NC_014760.1_0681	UniRef90_A0A449BAJ8	79.8	124	23	2	1	123	1	123	1.5e-37	164.5
NC_014760.1_0682	UniRef90_UPI0004953A08	79	167	35	0	1	167	1	167	1.6e-66	261.2
NC_014760.1_0683	UniRef90_D3VRH2	78	241	53	0	1	241	1	241	1.8e-98	367.9
NC_014760.1_0684	UniRef90_UPI000494FAD9	79.6	489	100	0	1	489	1	489	1.3e-233	817.8
NC_014760.1_0685	UniRef90_UPI00049722EC	63.5	296	106	1	1	296	1	294	9.5e-102	379
NC_014760.1_0686	UniRef90_UPI0004981D69	73.6	719	190	0	1	719	1	719	8.5e-306	1058.1
NC_014760.1_0687	UniRef90_UPI00068BF039	79.3	720	146	3	1	720	1	717	0	1100.9
NC_014760.1_0688	UniRef90_A0A446C1A5	52	684	315	5	1	677	1	678	6.6e-191	676.4
NC_014760.1_0689	UniRef90_UPI00067B2FDB	66.2	328	111	0	34	361	36	363	4.4e-125	456.8
NC_014760.1_0690	UniRef90_UPI0001793EF2	57.9	299	124	1	12	310	5	301	3.4e-94	354
NC_014760.1_0691	UniRef90_A0A3P8L721	78.5	79	17	0	1	79	1	79	8.5e-28	131.7
NC_014760.1_0692	UniRef90_UPI0004854BFA	79.7	227	46	0	1	227	1	227	1.6e-101	377.9
NC_014760.1_0693	UniRef90_UPI000470188F	79.3	116	24	0	1	116	1	116	1e-43	184.9
NC_014760.1_0694	UniRef90_UPI0004828A67	71.6	278	79	0	1	278	1	278	8.3e-108	399.1
NC_014760.1_0695	UniRef90_UPI000497E345	52.7	993	463	3	1	990	1	989	3.1e-290	1006.9
NC_014760.1_0696	UniRef90_UPI0004983C05	76.7	566	132	0	1	566	1	566	3.6e-251	876.3
NC_014760.1_0697	UniRef90_UPI0004962A55	69.1	285	88	0	1	285	1	285	2.3e-105	391
NC_014760.1_0698	UniRef90_UPI0004982128	62.7	150	56	0	4	153	3	152	5.8e-50	206.1
NC_014760.1_0699	UniRef90_UPI001318ACA1	78.6	243	52	0	1	243	1	243	6.6e-109	402.5
NC_014760.1_0700	UniRef90_UPI00131907B6	78.5	293	62	1	1	293	1	292	3.1e-129	470.3
NC_014760.1_0701	UniRef90_UPI0004878DEB	77.1	214	49	0	3	216	4	217	2.9e-92	347.1
NC_014760.1_0702	UniRef90_UPI0004851C30	73.3	161	43	0	1	161	1	161	2.2e-60	240.7
NC_014760.1_0703	UniRef90_A0A449AZY0	75.8	91	21	1	1	91	1	90	1.3e-28	134.4
NC_014760.1_0704	UniRef90_UPI000495B822	68.8	609	182	5	1	602	1	608	1.9e-229	804.3
NC_014760.1_0705	UniRef90_A0A0D5ZIK9	79.4	350	72	0	4	353	2	351	1.8e-163	584.3
NC_014760.1_0706	UniRef90_UPI000497076C	61.7	282	108	0	3	284	4	285	8.8e-97	362.5
NC_014760.1_0707	UniRef90_D3VRK0	56.7	270	73	3	3	229	38	306	1.3e-61	245.4
NC_014760.1_0708	UniRef90_A0A2N8U2B8	79.2	53	11	0	3	55	2	54	1.3e-12	80.5
NC_014760.1_0709	UniRef90_A0A2N8U3B7	79.6	334	59	2	1	332	1	327	8.4e-83	316.2
NC_014760.1_0710	UniRef90_A0A2N8U2B8	73.4	64	17	0	3	66	2	65	6.9e-16	91.7
NC_014760.1_0712	UniRef90_S6G435	55.6	293	128	2	1	292	1	292	2.3e-87	331.3
NC_014760.1_0713	UniRef90_A0A2N8U392	70.9	86	25	0	36	121	1	86	5.4e-27	129.4
NC_014760.1_0714	UniRef90_U2V7U2	77.3	300	68	0	1	300	154	453	1.1e-142	515
NC_014760.1_0715	UniRef90_UPI0006863518	74.6	138	35	0	4	141	321	458	9.6e-54	218.8
NC_014760.1_0716	UniRef90_I5D6R8	75.5	282	69	0	1	282	1	282	2e-120	441
NC_014760.1_0718	UniRef90_A0A482KDB0	59.5	333	132	2	1	331	1	332	6.3e-110	406.4
NC_014760.1_0719	UniRef90_Q64F63	51.7	636	264	11	1	612	1	617	1.5e-165	592
NC_014760.1_0720	UniRef90_F4MQ41	73.8	263	69	0	8	270	5	267	3.6e-100	373.6
NC_014760.1_0721	UniRef90_A0A0C5BE88	66.5	313	99	3	5	313	6	316	1e-101	379
NC_014760.1_0722	UniRef90_A0A654IKS8	65	408	136	3	1	406	1	403	1.7e-141	511.5
NC_014760.1_0723	UniRef90_I5D6B4	68.6	881	270	2	12	889	12	888	0	1225.3
NC_014760.1_0724	UniRef90_UPI0004971EF2	74.3	335	86	0	1	335	1	335	3.5e-137	496.9
NC_014760.1_0725	UniRef90_C4XFK9	72.7	245	67	0	1	245	7	251	7.3e-100	372.5
NC_014760.1_0726	UniRef90_UPI000A02E84C	65.9	264	90	0	6	269	3	266	4.3e-93	350.1
NC_014760.1_0727	UniRef90_D3VRL2	78.7	300	64	0	1	300	1	300	2.9e-130	473.8
NC_014760.1_0728	UniRef90_UPI0004983F26	60.6	307	119	1	1	307	1	305	5.2e-103	383.3
NC_014760.1_0729	UniRef90_I5D6C0	77.8	437	97	0	1	437	1	437	4.7e-198	699.5
NC_014760.1_0730	UniRef90_UPI00068DAD70	55.8	283	125	0	13	295	13	295	3.9e-87	330.5
NC_014760.1_0731	UniRef90_UPI00049631C8	74.8	325	81	1	1	324	1	325	4.9e-131	476.5
NC_014760.1_0732	UniRef90_UPI000497403A	67.7	189	61	0	1	189	1	189	2.6e-68	267.3
NC_014760.1_0733	UniRef90_UPI0004984F77	63.9	119	43	0	8	126	5	123	2.6e-40	173.7
NC_014760.1_0737	UniRef90_UPI0004A6DE86	73	363	98	0	7	369	3	365	3.4e-157	563.5
NC_014760.1_0738	UniRef90_A0A318U714	58.4	425	158	5	1	421	1	410	1.6e-121	445.3
NC_014760.1_0741	UniRef90_S6G3X5	65.3	427	147	1	1	426	1	427	7.8e-166	592.4
NC_014760.1_0742	UniRef90_A0A449B4Q2	68	197	63	0	1	197	1	197	3.7e-68	266.9
NC_014760.1_0743	UniRef90_D3VRM4	75.8	351	82	1	1	351	1	348	4.5e-135	490
NC_014760.1_0744	UniRef90_UPI00049645B5	75.6	303	74	0	1	303	1	303	4.6e-136	493
NC_014760.1_0745	UniRef90_UPI0004952ED1	67.6	219	71	0	1	219	1	219	8.5e-71	275.8
NC_014760.1_0746	UniRef90_UPI0004976DA0	72.2	180	47	1	1	177	1	180	4.7e-66	260
NC_014760.1_0747	UniRef90_UPI000495294A	69.5	203	62	0	1	203	1	203	1.5e-74	288.1
NC_014760.1_0748	UniRef90_A0A449B4G5	73.2	71	19	0	1	71	1	71	3e-22	112.8
NC_014760.1_0749	UniRef90_UPI000495EF6E	76.6	188	43	1	13	200	3	189	5e-78	299.7
NC_014760.1_0750	UniRef90_UPI0004958AED	77	556	128	0	1	556	1	556	8.2e-256	891.7
NC_014760.1_0751	UniRef90_A0A059Y9G4	58.6	169	69	1	1	168	1	169	2.2e-34	154.8
NC_014760.1_0752	UniRef90_UPI000495905D	66.9	239	79	0	1	239	1	239	6.5e-85	322.8
NC_014760.1_0753	UniRef90_D3VRN4	75.3	300	74	0	1	300	1	300	1.4e-124	454.9
NC_014760.1_0754	UniRef90_UPI0004956F6F	72.6	215	59	0	1	215	1	215	3.3e-88	333.6
NC_014760.1_0755	UniRef90_UPI00049680A6	67.2	195	64	0	1	195	1	195	2.6e-68	267.3
NC_014760.1_0756	UniRef90_UPI00048010A3	68.8	96	30	0	1	96	1	96	7.7e-29	135.2
NC_014760.1_0757	UniRef90_UPI000496D485	55.6	619	265	5	1	616	1	612	1.5e-186	661.8
NC_014760.1_0759	UniRef90_D3VRN9	76.7	219	51	0	1	219	1	219	2.9e-87	330.5
NC_014760.1_0760	UniRef90_UPI000487A41F	79.5	498	102	0	1	498	1	498	1.1e-232	814.7
NC_014760.1_0761	UniRef90_UPI0004962F13	58.6	295	122	0	1	295	1	295	4.6e-96	360.1
NC_014760.1_0763	UniRef90_D3VRP3	78	177	39	0	1	177	1	177	5.7e-70	272.7
NC_014760.1_0764	UniRef90_UPI0009FDB89B	60.2	211	73	1	1	200	1	211	2e-58	234.6
NC_014760.1_0765	UniRef90_UPI0004980B00	57.8	303	126	1	1	301	1	303	1.9e-94	354.8
NC_014760.1_0767	UniRef90_N9V3A0	79.2	168	35	0	1	168	1	168	2.8e-66	260.4
NC_014760.1_0768	UniRef90_UPI0004824D27	75.2	600	149	0	1	600	1	600	2.9e-267	929.9
NC_014760.1_0769	UniRef90_UPI0004976ED6	66	100	34	0	1	100	1	100	6.6e-31	142.1
NC_014760.1_0770	UniRef90_UPI0012EBA261	62.2	545	201	3	1	544	1	541	2.3e-186	661
NC_014760.1_0771	UniRef90_D3VRQ2	79.7	148	30	0	1	148	1	148	2.5e-58	233.8
NC_014760.1_0772	UniRef90_UPI0004980652	79.7	187	38	0	1	187	1	187	1.3e-80	308.1
NC_014760.1_0773	UniRef90_UPI0004967504	75.2	456	113	0	1	456	1	456	5e-195	689.5
NC_014760.1_0774	UniRef90_F4MQS7	70.6	470	138	0	1	470	1	470	2.3e-195	690.6
NC_014760.1_0776	UniRef90_UPI0004983C94	60.2	334	133	0	1	334	1	334	2.3e-96	361.3
NC_014760.1_0777	UniRef90_Q9RPD8	76	363	1	1	1	363	1	277	9.8e-125	455.7
NC_014760.1_0778	UniRef90_A0A2N8U3L0	75.7	276	34	3	1	254	1	265	1.2e-33	152.5
NC_014760.1_0779	UniRef90_A0A6F8K1I0	78.1	210	45	1	1	209	1	210	1.1e-76	296.2
NC_014760.1_0780	UniRef90_C5JAC5	80	40	7	1	1	39	1	40	8.8e-6	60.1
NC_014760.1_0781	UniRef90_C5JAC0	78.8	33	7	0	1	33	1	33	4.4e-4	54.7
NC_014760.1_0783	UniRef90_UPI000563759D	78.8	33	7	0	1	33	1	33	1.3e-4	56.6
NC_014760.1_0784	UniRef90_A0A2N8U3F9	75.3	158	22	1	1	158	1	141	4.3e-12	80.5
NC_014760.1_0788	UniRef90_A0A482KDB0	59.8	333	131	2	1	331	1	332	1.7e-110	408.3
NC_014760.1_0790	UniRef90_A0A6F8K1I0	77.6	210	46	1	1	209	1	210	1.3e-76	295.8
NC_014760.1_0791	UniRef90_I5D621	78.4	37	8	0	1	37	1	37	1.3e-6	62.8
NC_014760.1_0792	UniRef90_C5JAC5	80	40	7	1	1	39	1	40	6.6e-6	60.1
NC_014760.1_0793	UniRef90_A0A2N8U3K9	68.4	190	0	1	1	130	1	190	2.5e-22	114
NC_014760.1_0795	UniRef90_UPI0004881774	80	614	121	2	1	614	1	612	2e-287	996.9
NC_014760.1_0797	UniRef90_D3VRS9	77.7	803	179	0	1	803	1	803	0	1280
NC_014760.1_0798	UniRef90_A0A4U0W9E5	65.6	160	30	2	1	148	1	147	9.4e-34	152.1
NC_014760.1_0799	UniRef90_UPI000497C74D	77	469	108	0	1	469	1	469	2.3e-203	717.2
NC_014760.1_0800	UniRef90_UPI00049681C7	71.5	438	124	1	1	437	1	438	9.8e-172	612.1
NC_014760.1_0801	UniRef90_A5IZF9	74.3	101	26	0	1	101	1	101	4.9e-34	152.5
NC_014760.1_0802	UniRef90_D3VRT4	67.3	284	93	0	1	284	1	284	4.3e-112	413.3
NC_014760.1_0803	UniRef90_UPI000485A705	78.9	190	40	0	1	190	1	190	2.1e-81	310.8
NC_014760.1_0804	UniRef90_A0A449B4K4	79.7	251	50	1	4	253	3	253	3.9e-104	386.7
NC_014760.1_0805	UniRef90_UPI0004974AD3	70.3	246	73	0	1	246	1	246	5.3e-98	366.3
NC_014760.1_0806	UniRef90_UPI0004985973	52.9	102	48	0	1	102	1	102	6.4e-21	109
NC_014760.1_0807	UniRef90_UPI0004894DC0	79.4	432	89	0	1	432	1	432	5.9e-201	709.1
NC_014760.1_0808	UniRef90_UPI000495A38C	68.3	221	70	0	1	221	1	221	9.9e-80	305.4
NC_014760.1_0809	UniRef90_A5IZG7	79.7	153	31	0	43	195	1	153	2.8e-62	247.3
NC_014760.1_0810	UniRef90_UPI0004950FF6	55.4	383	165	2	1	377	1	383	2.8e-114	421
NC_014760.1_0811	UniRef90_UPI0004982DB4	75.2	109	27	0	2	110	5	113	2e-39	170.6
NC_014760.1_0812	UniRef90_UPI00058E4206	73.8	397	104	0	160	556	1	397	5.6e-172	613.2
NC_014760.1_0813	UniRef90_UPI000496FDB6	71	410	119	0	1	410	1	410	2.7e-171	610.5
NC_014760.1_0814	UniRef90_A5IZH2	76	200	48	0	1	200	1	200	8.1e-81	308.9
NC_014760.1_0815	UniRef90_UPI000495C706	60.7	295	116	0	1	295	1	295	6.9e-100	372.9
NC_014760.1_0816	UniRef90_UPI00056506E0	67.5	77	25	0	1	77	1	77	3.1e-20	106.3
NC_014760.1_0817	UniRef90_D3VRV0	79.6	240	49	0	1	240	1	240	1.5e-105	391.3
NC_014760.1_0818	UniRef90_UPI0004870ED6	79.9	358	72	0	1	358	1	358	1.6e-156	561.2
NC_014760.1_0819	UniRef90_E4PTX7	68.2	132	42	0	57	188	1	132	1.4e-45	191.8
NC_014760.1_0820	UniRef90_UPI0004973CA1	73.7	468	113	2	10	473	14	475	7.6e-186	659.1
NC_014760.1_0821	UniRef90_UPI000B051710	78.3	640	139	0	15	654	9	648	3.7e-300	1039.3
NC_014760.1_0822	UniRef90_UPI0004984AD7	67.3	104	34	0	1	104	1	104	7.5e-38	165.2
NC_014760.1_0823	UniRef90_UPI0004973775	78.9	147	31	0	1	147	1	147	2.5e-58	233.8
NC_014760.1_0824	UniRef90_A0A0C5BDX8	49.4	344	168	5	9	346	38	381	4.8e-76	293.9
NC_014760.1_0825	UniRef90_A0A2N8U3B7	78.8	321	66	2	1	320	1	320	7.9e-73	283.1
NC_014760.1_0826	UniRef90_UPI00159EDCCC	76.9	52	12	0	2	53	5	56	7.9e-12	78.2
NC_014760.1_0827	UniRef90_UPI0004951A06	73	319	85	1	22	339	1	319	1.4e-136	495
NC_014760.1_0828	UniRef90_UPI000495333C	54.3	127	57	1	1	126	1	127	6.8e-28	132.5
NC_014760.1_0829	UniRef90_A0A0C5BDX8	51.7	418	196	5	2	413	4	421	1.7e-104	388.7
NC_014760.1_0830	UniRef90_UPI000488693E	74.7	905	224	1	3	902	6	910	0	1301.6
NC_014760.1_0831	UniRef90_UPI0005668489	75.3	308	76	0	52	359	14	321	6.1e-127	463
NC_014760.1_0832	UniRef90_UPI000497A87F	59.8	2716	1051	20	1	2708	1	2683	0	3130.1
NC_014760.1_0833	UniRef90_UPI0004963E41	78.8	652	121	3	27	666	27	673	8.6e-284	984.9
NC_014760.1_0834	UniRef90_A5IZI7	68.2	286	91	0	1	286	1	286	8.5e-108	399.1
NC_014760.1_0835	UniRef90_UPI000495A76C	74.2	190	47	2	1	188	1	190	2.6e-73	283.9
NC_014760.1_0836	UniRef90_D3VRW4	79.2	756	157	0	1	756	1	756	0	1206.8
